company,location,country,year,capex,currency,capex_2025_eur,capacity,facility_size_m2,source_url,confidence_score
Homestead Creamery,"Burnt Chimney, Virginia",US,2019,,,,,2044,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.64
Hormel Foods,"Austin, Minnesota",US,2019,,,,,9290,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.64
Hormel Foods,"Omaha, Nebraska",US,2019,140.0,USD,163.26,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.715
House Foods America,"Garden Grove, California",US,2019,,,,,3437,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.64
Hunt Advantage Group,"Paris, Kentucky",US,2019,,,,,5110,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.64
Hunt Brothers Pizza,"Paris, Kentucky",US,2019,,,,,5110,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.64
Impossible Foods,"Oakland, California",US,2019,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.565
InterChange Cold Storage,"Mt. Crawford, Virginia",US,2019,,,,,10963,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.64
Interchange,"Mt. Crawford, Virginia",US,2019,,,,,10963,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.64
Iowa Food Group,"Cherokee, Iowa",US,2019,,,,,23226,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.64
Italgrani USA,"St. Louis, Missouri",US,2019,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.565
J.M. Smucker Co.,"Longmont, Colorado",US,2019,215.0,USD,250.72,,40134,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.79
J.M. Smucker Company,"Longmont, Colorado",US,2019,200.0,USD,233.23,,34839,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.79
J.R. Simplot,"Portage la Prairie, Manitoba",CA,2019,460.0,USD,536.42,,26013,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.79
JBS USA,"Grand Island, Nebraska",US,2019,95.0,USD,110.78,,9941,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.79
JUST Inc.,"Appleton, Minnesota",US,2019,,,,,2787,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.64
Jetton Biochemistry,"Nampa, Idaho",US,2019,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.565
KanPack,"Arkansas City, Kansas",US,2019,,,,,18859,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.64
Kingfish Zeeland,"Jonesport, Maine",US,2019,110.0,USD,128.27,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.715
Kroger,"Forest Park, Georgia",US,2019,121.0,USD,141.1,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.715
Kroger,"Groveland, Florida",US,2019,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.565
Kroger,"Monroe, Ohio",US,2019,55.0,USD,64.14,,31123,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.79
La Colombe,"Norton Shores, Michigan",US,2019,,,,,2323,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.64
Leprino Foods,"Tracy, California",US,2019,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.565
Little Leaf Farms,"Burnsvile, North Carolina",US,2019,86.0,USD,100.29,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.715
Lotus Bakeries,"Mebane, North Carolina",US,2019,,,,,12077,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.64
Mane Inc.,"Lebanon, Ohio",US,2019,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.565
Maplehurst Bakeries,"Lebanon, Tennessee",US,2019,53.0,USD,61.81,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.715
Maruchan Virginia,"Chesterfield, Virginia",US,2019,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.565
McCain Foods,"Burley, Idaho",US,2019,200.0,USD,233.23,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.715
McCain Foods,"Caldwell, Idaho",US,2019,,,,,9290,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.64
McCain Foods,"Othello, Washington",US,2019,300.0,USD,349.84,,15794,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.79
McCall Farms,"Effingham, South Carolina",US,2019,50.0,USD,58.31,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.715
Michael Foods,"Norwalk, Iowa",US,2019,,,,,13935,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.64
Michael Foods,"Wakefield, Nebraska",US,2019,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.565
Michigan Milk Producers,"Constantine, Michigan",US,2019,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.565
Michter's,"Louisville, Kentucky",US,2019,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.565
Mondelez,"Toronto, Ontario",CA,2019,,,,,1858,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.64
Monin Americas,"Sparks, Nevada",US,2019,,,,,10684,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.64
Mother Murphy's,"Greensboro, North Carolina",US,2019,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.565
Mountaire,"Siler City, North Carolina",US,2019,170.0,USD,198.24,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.715
MycoTechnology,"Aurora, Colorado",US,2019,,,,,5574,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.64
MycoTechnology Inc.,"Aurora, Colorado",US,2019,,,,,5574,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.64
Nestle,"Anderson, Indiana",US,2019,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.565
Nestle Purina,"Allentown, Pennsylvania",US,2019,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.565
Nestle Purina,"Flagstaff, Arizona",US,2019,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.565
Nestlé,"Gaffney, South Carolina",US,2019,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.565
Nestlé,"Bakersfield, California",US,2019,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.565
Nestlé,"Danville, Virginia",US,2019,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.565
Nestlé,"Little Chute, Wisconsin",US,2019,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.565
Nestlé,"Modesto, California",US,2019,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.565
Nestlé,"Anderson, Indiana",US,2019,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.565
Nestlé Purina,"Allentown, Pennsylvania",US,2019,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.565
Nestlé Purina,"Hartwell, Georgia",US,2019,320.0,USD,373.16,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.715
Nestlé Purina,"Flagstaff, Arizona",US,2019,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.565
NewCold,"Burley, Idaho",US,2019,90.0,USD,104.95,,16723,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.79
Niagara Bottling,"Jeffersonville, Indiana",US,2019,56.0,USD,65.3,,43572,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.79
Niagara Bottling,"Kansas City, Missouri",US,2019,68.0,USD,79.3,,39019,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.79
Niagara Bottling,"Rialto, California",US,2019,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.565
Niagara Bottling,"Temple, Texas",US,2019,90.0,USD,104.95,,41806,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.79
Nordic Aquafarms,"Eureka, California",US,2019,400.0,USD,466.45,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.715
Old Trapper Smoked Products,"Forest Grove, Oregon",US,2019,,,,,7432,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.64
PURIS,"Harrold, South Dakota",US,2019,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.565
Perdue Farms,"Perry, Georgia",US,2019,,,,,7432,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.64
Performance Food Group,"Gilroy, California",US,2019,,,,,17652,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.64
Performance Food Group/Vistar,"Mt. Olive, New Jersey",US,2019,,,,,19974,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.64
Performance Food Group/Vistar,"Riverside, Missouri",US,2019,,,,,3530,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.64
Performance Pet,"Mitchell, South Dakota",US,2019,,,,,13935,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.64
Phillips Foods,"Baltimore, Maryland",US,2019,,,,,1394,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.64
Pinnacle Foods,"Hagerstown, Maryland",US,2019,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.565
Preferred Freezer Services,"Portsmouth, Virginia",US,2019,60.0,USD,69.97,,18581,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.79
Prestage Foods of Iowa,"Eagle Grove, Iowa",US,2019,,,,,58064,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.64
Rabbit Hole Spirits,"Campbellsburg, Kentucky",US,2019,50.0,USD,58.31,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.715
Ramar Foods,"Kapolei, Hawaii",US,2019,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.565
Readington Farms,"Easton, Pennsylvania",US,2019,250.0,USD,291.53,,32516,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.79
Red Bull,"Glendale, Arizona",US,2019,700.0,USD,816.3,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.715
Reinhart Foodservice,"Bowling Green, Kentucky",US,2019,,,,,7804,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.64
Reyes Holdings/Great Lakes Coca-Cola Bottling,"Eagan, Minnesota",US,2019,,,,,7432,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.64
Rosina Food Products,"West Seneca, New York",US,2019,58.0,USD,67.64,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.715
Royal Canin/subsidiary Mars Petcare,"North Sioux City, South Dakota",US,2019,100.0,USD,116.61,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.715
Rudolph Foods,"Lima, Ohio",US,2019,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.565
Ruiz Food Products Inc.,"Florence, South Carolina",US,2019,,,,,15794,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.64
"Ruiz Food Products, Inc.","Florence, South Carolina",US,2019,,,,,15794,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.64
Sandstone Springs,"Niagara Falls, New York",US,2019,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.565
Saratoga Food Specialties,"Bolingbrook, Illinois",US,2019,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.565
Scannell Properties/Northeast Coca-Cola,"S. Windsor, Connecticut",US,2019,,,,,18581,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.64
Schreiber Foods,"Logan, Utah",US,2019,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.565
Sedes Soy Crush,"Caruthersville, Missouri",US,2019,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.565
Simmons Foods,"Siloam Springs, Arkansas",US,2019,300.0,USD,349.84,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.715
Simmons Pet Food,"Emporia, Kansas",US,2019,60.0,USD,69.97,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.715
Simmons Prepared Foods,"Decatur, Arkansas",US,2019,300.0,USD,349.84,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.715
Simplot,"Portage la Prairie, Manitoba",CA,2019,345.0,USD,402.32,,26013,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.79
Smithfield - Farmer John,"Vernon, California",US,2019,,,,,836,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.64
Smithfield Foods,"Principio, Maryland",US,2019,,,,,39019,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.64
Smithfield Foods,"Tar Heel, North Carolina",US,2019,100.0,USD,116.61,,46452,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.79
SoChatti,"Indianapolis, Indiana",US,2019,,,,,1208,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.64
Southwest Cheese,"Clovis, New Mexico",US,2019,,,,,10126,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.64
Starbucks,"Augusta, Georgia",US,2019,121.0,USD,141.1,,13935,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.79
Strauss Brands,"Franklin, Wisconsin",US,2019,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.565
Stuffed Puffs,"Beethlehem, Pennsylvania",US,2019,,,,,13935,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.64
Sunrise Soya,"Delta, British Columbia",CA,2019,,,,,7897,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.64
Swire Coca-Cola,"Glendale, Arizona",US,2019,160.0,USD,186.58,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.715
Sysco,"Raleigh, North Carolina",US,2019,,,,,11148,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.64
Sysco,"Jacksonville, Florida",US,2019,,,,,10684,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.64
Table Talk Pies,"Worcester, Massachusetts",US,2019,,,,,3159,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.64
Taylor Farms,"Ciudad Morelos, MX",US,2019,65.0,USD,75.8,,26942,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.79
That's How We Roll,"Springettsbury, Pennsylvania",US,2019,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.565
Trisco Foods,"Colorado Springs, Colorado",US,2019,,,,,3716,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.64
Two Rivers Fishery,"Ballard Cty, Kentucky",US,2019,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.565
Tyson Foods,"Humboldt, Tennessee",US,2019,300.0,USD,349.84,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.715
Tyson Foods,"Tonganocie, Kansas",US,2019,320.0,USD,373.16,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.715
Tyson Foods,"Union City, Tennessee",US,2019,84.0,USD,97.96,,2323,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.79
Tyson Foods,"Zeeland, Michigan",US,2019,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2018,0.565
Tyson Foods,"Downers Grove, Illinois",US,2019,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.565
Tyson Foods,"Haltom City, Texas",US,2019,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.565
Tyson Foods,"Sandford, North Carolina",US,2019,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2019,0.565
Tyson Foods,"Eagle Mountain City, Utah",US,2019,300.0,USD,349.84,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.715
Tyson Foods,"Enid, Oklahoma",US,2019,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.565
Tyson Foods,"Hutchinson, Kansas",US,2019,,,,,650,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.64
Tyson Foods,"Russellville, Alaska",US,2019,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.565
Tyson Foods,"St. Joseph, Missouri",US,2019,,,,,,https://www.foodengineeringmag.com/food-plant-construction-survey-list-2020,0.565
